Astar Materyali,Ayakkabi Tabani,Baglama Sekli,Bilek Stili,Boy / Olcu,Deri Kalitesi,Desen,Dis Materyal,Ek Ozellik,Kalip,Koleksiyon,Kullanim Alani,Kumas Tipi,Okula Donus,Renk,Saya Materyali,Spor Bransi,Spor Turu,Taban,Taban Materyali,Taban Tipi,Topuk Tipi,Zemin,Cesit,Civi Tipi,Izolasyon,Ic Taban Materyali,price
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"187,44 TL"
0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,"264,99 TL"
0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,4,0,0,0,0,0,0,1,0,0,0,183 TL
1,0,1,0,0,1,1,5,3,0,4,1,4,1,1,1,0,0,0,2,1,1,0,0,0,0,1,"179,07 TL"
0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,4,0,0,0,0,0,"124,29 TL"
1,0,1,0,0,0,1,2,0,0,0,1,4,0,4,1,0,0,0,3,4,1,0,0,0,0,1,"241,89 TL"
1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,5,0,1,0,0,0,0,1,399 TL
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"346,95 TL"
0,0,1,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,"379,95 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"64,90 TL"
1,0,0,0,0,0,1,0,0,0,14,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"94,90 TL"
2,0,1,0,0,3,5,2,2,0,2,1,2,0,2,2,0,0,0,3,5,1,0,0,0,0,2,"409,99 TL"
0,0,2,0,4,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"499,90 TL"
1,0,1,0,2,3,3,2,2,1,3,1,2,1,1,2,0,1,2,2,0,1,0,0,0,1,1,"399,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"1.799,90 TL"
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"293,47 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"545,25 TL"
0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"369,95 TL"
2,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,189 TL
0,0,1,0,0,0,2,0,1,0,0,1,1,0,6,0,0,0,0,0,3,1,0,0,0,0,0,"266,53 TL"
1,0,1,0,0,1,3,2,2,0,11,1,3,1,1,1,0,0,0,5,1,1,0,0,0,0,1,"191,95 TL"
0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"294,97 TL"
1,0,1,0,0,0,10,2,1,0,4,1,4,0,1,1,0,0,0,4,1,1,0,0,0,0,1,"269,99 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,799 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.179 TL
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,186 TL
0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,"424,95 TL"
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"89,15 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,849 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"299,99 TL"
0,0,1,0,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"375,95 TL"
1,0,1,0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,0,5,0,1,0,0,0,0,1,469 TL
0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,1,0,0,2,219 TL
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"128,40 TL"
3,0,1,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,3,"158,59 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,"206,44 TL"
1,0,1,0,1,0,2,0,1,0,0,1,2,0,1,1,0,0,0,2,0,1,0,0,0,0,1,449 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,"269,90 TL"
0,0,1,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"189,67 TL"
1,0,3,0,2,0,0,0,0,1,2,3,0,0,1,0,0,0,2,2,0,1,0,0,0,0,1,"339,99 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,849 TL
2,0,1,0,0,0,4,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,"399,95 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"364,99 TL"
1,0,1,0,0,0,0,4,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,"239,99 TL"
0,0,1,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,"205,61 TL"
2,0,1,0,0,3,5,2,2,0,2,1,2,0,1,2,0,0,0,3,5,1,0,0,0,0,2,324 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"1.168,70 TL"
0,0,1,0,0,0,8,2,1,0,4,1,3,0,1,1,0,0,0,4,1,1,0,0,0,0,1,"329,99 TL"
1,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,1,1,0,0,0,0,0,"179,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,"329,90 TL"
0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184 TL
0,0,1,0,0,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"330,95 TL"
0,0,1,0,0,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,"399,95 TL"
0,0,5,0,2,0,0,4,0,1,0,3,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,"289,99 TL"
0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"300,03 TL"
1,0,1,0,0,3,0,2,0,0,0,1,0,0,2,2,0,0,0,1,2,0,0,0,0,0,1,"289,99 TL"
2,0,1,0,0,0,1,2,1,0,0,3,0,0,1,2,0,0,0,1,4,1,0,0,0,0,2,"249,90 TL"
2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"131,50 TL"
0,0,3,0,2,0,6,4,0,1,0,3,0,0,1,0,0,1,2,0,0,2,0,0,0,1,0,"266,37 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"299,99 TL"
1,0,1,0,0,0,1,2,0,0,0,1,4,0,4,1,0,0,0,3,4,1,0,0,0,0,1,"233,99 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,899 TL
0,0,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,800 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,600 TL
0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,0,176 TL
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"260,39 TL"
2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,"202,49 TL"
0,0,1,0,0,0,2,0,1,0,0,1,1,0,15,0,0,0,0,0,3,1,0,0,0,0,0,"266,53 TL"
1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,"423,18 TL"
1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,"423,18 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"674,99 TL"
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,"264,99 TL"
0,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,369 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"174,90 TL"
0,0,3,0,1,0,0,0,3,1,0,3,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,"399,60 TL"
0,0,1,0,2,0,0,2,0,1,0,1,0,0,1,0,0,1,2,0,0,2,0,0,0,1,0,"299,90 TL"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"169,99 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"785,06 TL"
0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,161 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"66,51 TL"
0,0,2,0,1,0,0,4,0,1,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,"149,95 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"269,90 TL"
0,0,1,0,0,0,0,4,0,1,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,636 TL
2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,"351,17 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"176,94 TL"
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"247,87 TL"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,1,0,0,0,0,3,"305,17 TL"
3,0,2,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,3,"359,90 TL"
1,0,1,0,0,0,10,2,1,0,4,1,3,0,1,1,0,0,0,4,1,1,0,0,0,0,1,"269,99 TL"
1,0,1,0,0,0,1,2,2,0,0,1,1,1,3,1,0,0,0,0,1,1,0,0,0,0,1,459 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,"176,94 TL"
0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,259 TL
1,0,1,0,0,0,2,0,1,1,0,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,549 TL
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"269,90 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,999 TL
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"188,42 TL"
0,0,2,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"237,57 TL"
1,0,3,0,1,0,5,4,1,1,0,1,0,0,1,1,0,0,2,2,0,2,0,0,0,1,1,"267,90 TL"
2,0,1,0,0,0,4,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,"420,95 TL"
1,0,1,0,0,3,0,4,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,179 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"985,15 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"144,99 TL"
0,0,3,0,2,0,0,3,0,1,0,1,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,"379,90 TL"
0,0,1,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,"286,73 TL"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"799,90 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,"359,99 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369 TL
0,0,1,2,0,0,0,2,0,0,0,5,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1.069 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,950 TL
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"218,27 TL"
1,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,229 TL
1,0,1,0,0,0,1,2,2,0,0,1,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,"389,95 TL"
1,0,0,0,0,0,1,0,5,0,0,0,0,0,11,1,0,0,1,4,0,1,0,0,0,0,1,"119,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"63,10 TL"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"499,99 TL"
1,0,1,0,0,0,1,2,0,0,0,1,4,0,3,1,0,0,0,3,4,1,0,0,0,0,1,"241,89 TL"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"299,90 TL"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,"289,90 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"254,94 TL"
0,0,2,0,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,"1.301,13 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,"377,99 TL"
0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,359 TL
0,0,1,0,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"405,66 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.749 TL
0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,0,0,0,1,0,0,0,"249,80 TL"
1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,2,4,0,0,4,0,0,0,1,0,0,1,187 TL
0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,995 TL
1,0,1,0,0,0,10,2,1,0,4,1,4,0,1,1,0,0,0,4,1,1,0,0,0,0,1,"299,99 TL"
1,0,1,0,0,0,0,2,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,"229,03 TL"
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,259 TL
0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"179,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.100 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,"399,90 TL"
0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"699,99 TL"
0,0,2,0,1,0,0,4,0,1,0,3,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,"149,95 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"341,99 TL"
2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,"644,90 TL"
0,0,1,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,"289,30 TL"
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,234 TL
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,875 TL
0,0,1,0,0,0,2,0,1,0,0,1,1,0,5,0,0,0,0,0,3,1,0,0,0,0,0,"242,67 TL"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"609,50 TL"
1,0,1,0,0,0,1,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,499 TL
3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"327,79 TL"
0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"213,18 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"284,99 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.099 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,"269,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"202,49 TL"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"399,90 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"3.644,99 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,937 TL
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"359,95 TL"
0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,4,0,0,0,0,0,0,1,0,0,0,229 TL
0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,549 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,849 TL
1,0,1,0,0,0,1,2,6,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,"224,99 TL"
1,0,2,0,0,1,1,0,2,0,1,0,3,0,4,1,0,0,2,1,0,1,0,0,0,0,1,"89,90 TL"
0,0,2,0,0,0,7,0,4,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,"40,04 TL"
0,0,2,0,0,0,7,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,"40,04 TL"
0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1.279 TL
0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.140 TL
0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"294,97 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"90,99 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"599,95 TL"
1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,"249,99 TL"
3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,4,0,0,0,0,3,"199,48 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"1.299,90 TL"
1,0,1,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,0,5,0,1,0,0,0,0,1,359 TL
1,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"206,10 TL"
0,0,1,0,1,0,0,2,0,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,286 TL
1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,5,0,1,0,0,0,0,1,399 TL
0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,4,0,0,0,0,0,0,1,0,0,0,178 TL
3,0,6,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"170,41 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"829,99 TL"
2,0,1,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,"289,95 TL"
0,0,3,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,5,0,1,0,0,0,0,0,235 TL
3,0,1,0,0,2,0,3,1,0,0,0,0,0,5,3,0,0,0,1,3,0,0,0,0,0,3,"399,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,459 TL
1,0,1,0,0,1,3,2,2,0,11,1,3,1,1,1,0,0,0,5,1,1,0,0,0,0,1,"179,07 TL"
0,0,1,0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,"987,26 TL"
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"235,95 TL"
0,0,1,0,0,0,0,4,2,0,0,1,0,1,8,0,0,0,0,0,1,1,0,0,0,0,0,350 TL
0,0,3,0,2,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"499,90 TL"
1,0,1,0,0,1,9,2,2,0,2,3,2,2,1,1,0,0,0,4,3,1,0,0,0,0,1,"188,79 TL"
1,0,1,0,0,0,0,2,0,1,0,3,0,0,1,2,0,0,2,3,0,0,0,0,0,0,1,"182,36 TL"
0,0,1,0,0,0,0,2,0,1,0,3,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,"349,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.799 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,"176,94 TL"
2,0,1,0,0,3,5,2,2,0,2,1,2,0,3,2,0,0,0,3,5,1,0,0,0,0,2,"409,99 TL"
0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,"449,95 TL"
0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,295 TL
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,422 TL
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,"263,50 TL"
2,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,"251,65 TL"
2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,2,"407,95 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.089 TL
0,0,2,0,2,0,6,3,0,1,0,1,0,0,1,0,0,1,2,0,0,2,0,0,0,1,0,"269,99 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,"1.549,90 TL"
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,"423,18 TL"
2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"234,90 TL"
0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2.185 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"121,10 TL"
0,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"208,31 TL"
0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,"1.408,84 TL"
1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,182 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,137 TL
2,0,1,0,0,2,8,2,4,0,1,3,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,"399,99 TL"
0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,999 TL
0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,"389,55 TL"
0,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,"385,95 TL"
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"292,98 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"546,96 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,495 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3.899 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"119,03 TL"
0,0,1,0,0,0,0,2,0,0,0,1,0,0,12,0,0,0,0,2,1,0,0,0,0,0,0,1.279 TL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,"373,29 TL"
0,0,2,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1.449 TL
0,0,1,0,0,0,1,5,0,0,0,1,1,0,13,0,0,0,0,0,0,4,0,0,0,0,0,"281,28 TL"
0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"249,90 TL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,549 TL
