,Astar Materyali,Ayakkabı Tabanı,Bağlama Şekli,Bilek Stili,Boy / Ölçü,Deri Kalitesi,Desen,Dış Materyal,Ek Özellik,Kalıp,Koleksiyon,Kullanım Alanı,Kumaş Teknolojisi,Kumaş Tipi,Materyal,Materyal Bileşeni,Okula Dönüş,Ortam,Persona,Renk,Saya Materyali,Spor Branşı,Spor Türü,Sürdürülebilir,Sürdürülebilirlik Detayı,Taban,Taban Materyali,Taban Teknolojisi,Taban Tipi,Topuk Boyu,Topuk Tipi,Zemin,Çeşit,Çivi Tipi,Özellik,İzolasyon,İç Taban Materyali,url,price
,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/moda-ayakkabim/moda-ayakkabi-4580-x-sitep-gunluk-erkek-spor-ayakkabi-p-339924714,"299,99 TL"
,Tekstil,,Bağcıklı,,,,Düz,Tekstil,,,,Outdoor,,Triko,Tekstil,,,Sportswear,Cool Comfort,Lacivert,Tekstil,,,,,,Termoplastik,Termo Taban,Poliüretan İç Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/bouis/erkek-lacivert-bagcikli-gunluk-konforlu-saglam-rahat-hafif-yumusak-taban-sneaker-spor-ayakkabi-p-308293842,"233,99 TL"
,,,,,,,,,,,,,,,,,,,,Beyaz,,,,,,,,,,,,,,,,,,https://www.trendyol.com/adidas/unisex-ayakkabi-fy8558-p-88892552,899 TL
,,,Fermuarlı,,,,,,,Normal,,,Nefes Alan,,,,,,,Bej,,,,,,Kauçuk,,Vibram,,,,,,,Gore-Tex,,,https://www.trendyol.com/vogel/fermuarli-nubuk-deri-col-bej-botu-p-47075955,800 TL
,,,,,,,,,,,,,,,,,,,,Kırmızı,,,,,,,,,,,,,,,,,,https://www.trendyol.com/lescon/ares-2-031-k-22b-kirmizi-erkek-krampon-p-202183378,600 TL
,,,Bağcıklı,Normal Bilekli,,,,,,,,,,,Suni Deri,,,,,Mavi,,,,,,,,,,,,Çoklu Zemin,Amatör,Plastik,,,,https://www.trendyol.com/walked/erkek-cocuk-mavi-hali-saha-ayakkabisi-p-73295513,176 TL
,,,Bağcıklı,,,,,,,,,Outdoor,,,Tekstil,,,,,Siyah,,,,,,,,Air Zoom,,,Düz Topuklu,,,,,,,https://www.trendyol.com/mech-butik/kadin-erkek-unisex-gunluk-keten-bilekli-siyah-beyaz-spor-ayakkabi-sneaker-p-359454627,"260,39 TL"
,Suni Deri,,Bağcıklı,,,,,Suni Deri,,,,,,,,,,,,Siyah,,,,,,,PVC,,,Kısa Topuklu (1- 4 cm),,,,,,,,https://www.trendyol.com/soho-exclusive/siyah-unisex-sneaker-15195-p-263318111,"202,49 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Renk Bloklu,,Ortopedik Taban,,,Spor,,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",,Sportswear,,Turuncu,,,,,,,,,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/tonny-black/oranj-unisex-sneaker-tb248-0-p-35724674,"266,53 TL"
,Tekstil,,Bağcıklı,,,,,,,,,Spor,,,,,,,,Gri,,,,,,,Kauçuk,,,Kısa Topuklu (1- 4 cm),,,,,,,Tekstil,https://www.trendyol.com/hummel/renew-unisex-spor-ayakkabi-900207-2267-p-309497752,"423,18 TL"
,Tekstil,,Bağcıklı,,,,,,,,,Spor,,,,,,,,Beyaz,,,,,,,Kauçuk,,,Kısa Topuklu (1- 4 cm),,,,,,,Tekstil,https://www.trendyol.com/hummel/renew-unisex-spor-ayakkabi-900207-9001-p-309495212,"423,18 TL"
,,,Bağcıklı,,,,,Tekstil,,,,Spor,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/puma/erkek-spor-ayakkabi-st-runner-v2-full-l-36527708-p-7152522,"674,99 TL"
,,,Bağcıklı,,,,,,Ortopedik Taban,,,,,,,,,,,Siyah,,,,,,,,,Kaydırmaz Taban,,,,,,,,,https://www.trendyol.com/riccon/siyah-buz-unisex-sneaker-0012072-p-41124487,"264,99 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Düz,,Ortopedik Taban,,,,,Dokuma,Poliüretan,"55% Suni Deri, 25% Tekstil, 20% Poliüretan",,Casual&Comfort,,Beyaz,,,,,,,Poli,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/dark-seer/beyaz-mavi-unisex-sneaker-p-35839749,369 TL
,,,,,,,,,,,,,,,Tekstil,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/xstreet/jota-unisex-spor-ayakkabi-kosu-yuruyus-ayakkabisi-p-282423993,"174,90 TL"
,,,Fermuarlı,,Kısa,,,,Su Geçirmez,Normal,,Günlük,Su Geçirmez,,,,,Günlük,,Siyah,,,Trekking,,,Kauçuk,Kauçuk,,,,,,,,,,,https://www.trendyol.com/letao/erkek-siyah-oranj-watertight-su-gecirmez-trekking-kurklu-fermuarli-bot-p-191245482,"399,60 TL"
,,,Bağcıklı,,Orta,,,Suni Deri,,Normal,,Outdoor,Suya Dayanıklı,,Suni Deri,,,,,Siyah,,,Trekking,Ekoteks,,Kauçuk,,Boost Foam,,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,,,Gore-Tex,Sentetik Dolgu,,https://www.trendyol.com/marsetti/siyah-erkek-postal-bot-p-50578727,"299,90 TL"
,,,Bağcıklı,,,,,,,,,,,,,,,,,Beyaz,,,,,,,,,,Kısa Topuklu (1- 4 cm),,,,,,,,https://www.trendyol.com/muggo/unisex-sneaker-ayakkabi-p-39594841,"169,99 TL"
,,,Bağcıklı,,,,,Tekstil,,,,Spor,,,,,,,,Siyah,,,,,,,,,Düz Taban,,,,,,Nefes Alabilen Kumaş,,,https://www.trendyol.com/puma/anzarun-lite-unisex-gunluk-spor-ayakkabi-37112802-siyah-p-87287556,"785,06 TL"
,,,Bağcıksız,,,,,Tekstil,,,,,,,Triko,,,,,Siyah,,,,,,,,,Kalın Taban,,,,,,,,,https://www.trendyol.com/zen-spor/unisex-siyah-corap-model-sneaker-ayakkabi-p-85710629,161 TL
,,,,,,,,,,,,,,,Tekstil,,,,,Lacivert,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ucc/unisex-lacivert-ici-yunlu-kislik-panduf-p-67323705,"66,51 TL"
,,,Bağcıksız,,Kısa,,,Mikrofiber,,Normal,,Günlük,Soğuk Havaya Dayanıklı,,Süet,,,,,Siyah,,,,,,,PVC,,,Kısa Topuklu (1- 4 cm),,,,,,,,https://www.trendyol.com/freemax/unisex-chelsea-bot-garantili-urun-30141-suet-siyah-p-147052419,"149,95 TL"
,,,Bağcıklı,,,,,Suni Deri,,,,Outdoor,,,Suni Deri,,,,,Siyah,,,,,,,,Phylon/Termo (Kaydırmaz) Taban,Düz Taban,,,,,,,,,https://www.trendyol.com/mcdark/siyah-beyaz-spor-ayakkabi-p-129862233,"269,90 TL"
,,,Bağcıklı,,,,,Mikrofiber,,Normal,,Outdoor,Suya Dayanıklı,,Pamuk-Polyester,,,,,Gri,,,Trekking,,,Kauçuk,,,,,,,,,Suya Dayanıklı,,,https://www.trendyol.com/slazenger/general-su-soguk-dayanikli-kislik-erkek-ayakkabi-p-52764710,636 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,,Bağcıklı,,Kısa,,Düz,,Ortopedik Taban,,,,,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",,Casual&Comfort,,Siyah,Suni Deri,,,,,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Suni Deri,https://www.trendyol.com/tonny-black/unisex-siyah-trekking-bot-tb030-p-127038697,"351,17 TL"
,,,Bağcıklı,,,,,Tekstil,,,,Outdoor,,,Tekstil,,,,,Siyah,,,,,,,,,Düz Taban,,,,,,,,,https://www.trendyol.com/freemax/kadin-hafif-keten-esnek-taban-spor-sneaker-ayakkabi-4200-siyah-siyah-p-302749071,"176,94 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Düz,,Ortopedik Taban,,,Spor,,Örme,,"62% Poliüretan, 35% Viskoz, 3% Elastan",,Sportswear,,Beyaz,,,,,,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/tonny-black/unisex-spor-ayakkabi-beyaz-siyah-zyp-p-6191454,"247,87 TL"
,Hakiki Deri,,,,,,,,,,,,,,Hakiki Deri,,,,,Kahverengi,Hakiki Deri,,,,,,Kauçuk,,,,Düz Topuklu,,,,,,Hakiki Deri,https://www.trendyol.com/nazenintasarimlar/erkek-siyah-ortopedik-ic-dis-komple-deri-jelli-ultra-rahat-gunluk-ayakkabi-p-363488598,"305,17 TL"
,Hakiki Deri,,Bağcıksız,,,Gerçek Deri,,,,,,,,,Hakiki Deri,,,,,Siyah,Hakiki Deri,,,,,,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Hakiki Deri,https://www.trendyol.com/nazenintasarimlar/erkek-hakiki-ic-dis-deri-siyah-klasik-gunluk-ayakkabi-p-167320758,"359,90 TL"
• Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,,Bağcıklı,,,,Baskılı,Tekstil,Ortopedik Taban,,Old Skool,Outdoor,,Kumaş,Tekstil,,,Casual&Comfort,Cool Comfort,Siyah,Tekstil,,,,,,PVC,Air Zoom,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/mech-butik/unisex-gunluk-kadin-erkek-siyah-beyaz-bilekli-dipper-mabel-baskili-sneaker-keten-spor-ayakkabi-p-312025963,"269,99 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,,Bağcıklı,,,,Düz,Tekstil,Ek Özellik Mevcut Değil,,,Spor,,Örme,Tekstil,"62% Poliüretan, 35% Viskoz, 3% Elastan",Üniversite,Sportswear,Cool Comfort,Gri,Tekstil,,,,,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/hummel/porter-unisex-spor-ayakkabi-p-48382669,459 TL
,,,Bağcıklı,,,,,Tekstil,,,,Outdoor,,,Tekstil,,,,,Kırmızı,,,,,,,,,Düz Taban,,,,,,,,,https://www.trendyol.com/freemax/kadin-hafif-keten-esnek-taban-spor-sneaker-ayakkabi-4200-kirmizi-p-302749804,"176,94 TL"
,,,Bağcıklı,Yüksek Bilekli,,,,,,,,,,,,,,,,Beyaz,,,,,,,,,,,,,,,,,,https://www.trendyol.com/jordewx/bogazli-basketbol-spor-ayakkabi-p-332503228,259 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,,Bağcıklı,,,,Renk Bloklu,,Ortopedik Taban,Normal,,Outdoor,Suya Dayanıklı,Örme,,"60% Suni Deri, 20% Poliüretan, 20% Tekstil",,Casual&Comfort,,Siyah,Tekstil,,,,,,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/dark-seer/siyah-unisex-outdoor-trekking-bot-ds-1821-p-31712148,549 TL
,,,Bağcıklı,,,,,,Ortopedik Taban,,,,,,Suni Deri,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/big-king/siyah-bagcikli-erkek-klasik-ayakkabi-p-52994247,"269,90 TL"
,,,Bağcıklı,,,,,Tekstil,,,,Spor,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/adidas/runfalcon-2-0-kadin-spor-ayakkabi-p-113189797,999 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Düz,,,,,,,,,100% Viskoz,,Casual&Comfort,,Siyah,,,,,,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/tonny-black/unisex-siyah-faylon-taban-nefes-alabilen-kumas-rahat-kalip-triko-sneaker-p-313150398,"188,42 TL"
,,,Bağcıksız,,,,,Tekstil,,,,Outdoor,,,Tekstil,,,,,Gri,,,,,,,,,,,,,,,,,,https://www.trendyol.com/freemax/unisex-ortopedik-hafif-esnek-rahat-spor-sneaker-ayakkabi-fume-buz-p-248815459,"237,57 TL"
,Tekstil,,Fermuarlı,,Kısa,,Desensiz,Mikrofiber,Ortopedik Taban,Normal,,Outdoor,Soğuk Havaya Dayanıklı,,Yünlü,,,,,Siyah,Tekstil,,,,Evet,Kauçuk,Kauçuk,,,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,,,,Sentetik Dolgu,Tekstil,https://www.trendyol.com/daxtors/611-garantili-soguk-gecirmez-kurklu-unisex-fermuarli-bot-p-31148930,"267,90 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,,Bağcıklı,,,,Slogan,Suni Deri,,,,Outdoor,,Örme,Suni Deri,100% Suni Deri,,Sportswear,,Beyaz,,,,,,,,Eva Taban,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Suni Deri,https://www.trendyol.com/hummel/messmer-23-beyaz-lacivert-unisex-ayakkabi-p-3452413,"420,95 TL"
,Tekstil,,Bağcıklı,,,İmitasyon Deri,,Mikrofiber,,,,,,,,,,,,Beyaz,Tekstil,,,,,,,Cushioning,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/baytarzin/tzn1-sneakear-unisex-spor-ayakkabi-gunluk-kullaim-air-force-1-p-337520139,179 TL
,,,,,,,,,,,,,,,,,,,,Kırmızı,,,,,,,,,,,,,,,,,,https://www.trendyol.com/adidas/predator-edge-4-tf-erkek-hali-saha-ayakkabisi-p-329553887,"985,15 TL"
,,,Bağcıklı,,,,,Tekstil,,,,Outdoor,,,Tekstil,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/bc/unisex-siyah-kadin-uzun-bilekli-spor-ayakkabi-convers-p-241684472,"144,99 TL"
,,,Fermuarlı,,Orta,,,Hakiki Deri,,Normal,,Outdoor,,,Hakiki Deri,,,,,Siyah,,,,,,Kauçuk,,,,Kısa Topuklu (1- 4 cm),İnce Topuklu,,,,,,,https://www.trendyol.com/dortex/dmt29-erkek-hakiki-deri-ici-kurklu-bagcikli-bot-p-138818044,"379,90 TL"
,,,Bağcıklı,,,,,Suni Deri,Ortopedik Taban,,,Spor,,,Tekstil,,Üniversite,,,Beyaz,,,,,,,,,Kalın Taban,,,,,,,,,https://www.trendyol.com/cazorla/yuksek-taban-sneaker-beyaz-siyah-p-266361127,"286,73 TL"
,,,Bağcıklı,,,,,,,,,,,,Nubuk,,,,,Siyah,,,,,,,,Kauçuk Taban,,,,,,,,,,https://www.trendyol.com/puma/puma-smash-v2-buck-siyah-haki-beyaz-erkek-sneaker-ayakkabi-100352142-p-3622227,"799,90 TL"
,,,Bağcıklı,,,,,Suni Deri,,,,Outdoor,,,,,,,,Siyah,,,,,,,,Poliüretan Taban,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,,,,,,https://www.trendyol.com/calibron/mevsimlik-su-gecirmez-ortopedik-yetiskin-spor-ayakkabi-p-341011365,"359,99 TL"
,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/hummel/royal-kadin-erkek-ayakkabi-900227-2001-p-283390729,369 TL
,,,Bağcıklı,Yüksek Bilekli,,,,Suni Deri,,,,Basketbol,,,,,,,,Beyaz,,Basketbol,,,,,,,,,,,,,,,,https://www.trendyol.com/puma/unisex-beyaz-rebound-joy-jr-basket-ayakkabisi-p-76134061,1.069 TL
,,,Bağcıklı,,,,,Tekstil,,,,Spor,,,Tekstil,,,,Cool Comfort,Lacivert,,,,,,,,,Düz Taban,,Düz Topuklu,,,,,,,https://www.trendyol.com/adidas/pace-erkek-spor-ayakkabi-conavy-ftwwht-b74493-p-3979276,950 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Düz,,,,,,,,Suni Deri,100% Pamuk,,Casual&Comfort,,Siyah,,,,,,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/tonny-black/unisex-siyah-beyaz-yani-cizgili-bagcikli-rahat-kalip-sneaker-p-323488969,"218,27 TL"
,Tekstil,,Bağcıksız,,,,,Tekstil,,,,Spor,,,Triko,,,,,Siyah,,,,,,,,Termo Taban,Kalın Taban,,,,,,,,,https://www.trendyol.com/pinkada/siyah-renk-corap-model-kadin-erkek-unisex-spor-ayakkabi-sneaker-p-243563478,229 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,,Bağcıklı,,,,Düz,Tekstil,Ek Özellik Mevcut Değil,,,Spor,,Örme,Tekstil,"62% Poliüretan, 35% Viskoz, 3% Elastan",Üniversite,Sportswear,Cool Comfort,Lacivert,Tekstil,,,,,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/hummel/porter-lacivert-unisex-ayakkabi-p-40169302,"389,95 TL"
,Tekstil,,,,,,Düz,,Thermal,,,,,,Peluş,,,Lounge/Home,,Pembe,Tekstil,,,,Evet,Tekstil,PVC,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/ropers/unisex-yumusak-yikanabilir-ev-ayakkabisi-ev-botu-ici-yunlu-kurklu-kislik-ev-misafir-terligi-panduf-p-356752620,"119,90 TL"
,,,,,,,,,,,,,,,Tekstil,,,,,Gri,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ucc/unisex-gri-ici-yunlu-panduf-p-194523166,"63,10 TL"
,,,Bağcıklı,,,,,,,,,,,,Hakiki Deri,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/marcanoon/hakiki-deri-erkek-casual-ayakkabi-p-337290356,"499,99 TL"
,Tekstil,,Bağcıklı,,,,Düz,Tekstil,,,,Outdoor,,Triko,Tekstil,,,Sportswear,Cool Comfort,Gri,Tekstil,,,,,,Termoplastik,Termo Taban,Poliüretan İç Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/bouis/erkek-fume-bagcikli-gunluk-nefes-alabilen-rahat-hafif-yumusak-taban-sneaker-spor-ayakkabi-p-303512015,"241,89 TL"
,,,Bağcıklı,,,,,,,,,,,,Suni Deri,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/teet/tt106-silvio-motto-erkek-sneaker-ayakkabi-p-301898875,"299,90 TL"
,,,Bağcıklı,,,,,,,,,,,,,,,,,Beyaz,,,,,,,Poli,Termo Taban,,,,,,,,,,https://www.trendyol.com/letao/rahat-unisex-gunluk-sneaker-spor-ayakkabi-p-260649425,"289,90 TL"
,,,Bağcıklı,,,,,Suni Deri,,,,Spor,,,Tekstil,,,,Cool Comfort,Siyah,,,,,,,,,Düz Taban,,Düz Topuklu,,,,,,,https://www.trendyol.com/jump/26468-erkek-spor-ayakkabi-p-72392261,"254,94 TL"
,,,Bağcıksız,,,,,Hakiki Deri,,,,Outdoor,,,Nubuk,,,,,Bej,,,,,,,,,,Orta Topuklu (5-9 cm),Kalın Topuklu,,,,,,,https://www.trendyol.com/caterpillar/erkek-taba-colorado-sundance-nubuk-bot-015m100031-p-1263557,"1.301,13 TL"
,,,Bağcıklı,,,,,Suni Deri,,,,Outdoor,,,,,,,,Siyah,,,,,,,,Poliüretan Taban,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,,,,,,https://www.trendyol.com/calibron/mevsimlik-su-gecirmez-ortopedik-yetiskin-spor-ayakkabi-p-341011563,"377,99 TL"
,,,Bağcıklı,,,,,,Ek Özellik Mevcut Değil,,,Spor,,,Tekstil,,Üniversite,,Cool Comfort,Siyah,,,,,,,,,Düz Taban,,Düz Topuklu,,,,,,,https://www.trendyol.com/hummel/montre-unisex-ayakkabi-900110-1100-p-124676845,359 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Düz,Tekstil,,,,Spor,,Örme,,100% Suni Deri,,Sportswear,,Beyaz,,,,,,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/hummel/unisex-beyaz-spor-ayakkabi-p-44482801,"405,66 TL"
,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/caterpillar/kadin-cat-caterpillar-colorado-deri-bot-p-354097997,1.749 TL
,,,,,,,,,,,,Futbol,,,,,,,,Kırmızı,,Futbol,,,,,,,,,,,Amatör,,,,,https://www.trendyol.com/lion/1453-krampon-kirmizi-siyah-siyah-kirmizi-p-179452550,"249,80 TL"
,Tekstil,,Bağcıklı,,,,,,,,,Futbol,,,,,,,,Siyah,Suni Deri,Futbol,,,,,PVC,,,,,,Amatör,,,,Tekstil,https://www.trendyol.com/walked/erkek-krampon-futbol-ayakkabisi-mds-mat-siyah-p-260143504,187 TL
,,,Bağcıklı,,,,,,Ek Özellik Mevcut Değil,,,Spor,,,Tekstil,,Üniversite,,Cool Comfort,Siyah,,,,,,,,,Düz Taban,,Düz Topuklu,,,,,,,https://www.trendyol.com/nike/star-runner-3-sneakers-da2776-003-p-134577924,995 TL
• Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,,Bağcıklı,,,,Baskılı,Tekstil,Ortopedik Taban,,Old Skool,Outdoor,,Triko,Tekstil,,,,Cool Comfort,Siyah,Tekstil,,,,,,PVC,Air Zoom,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/mech-butik/unisex-snraker-anime-ryuzaki-baskili-siyah-gunluk-bilekli-bagcikli-spor-ayakkabi-sneakers-p-313660673,"299,99 TL"
,Tekstil,,Bağcıklı,,,,,Tekstil,Ortopedik Taban,,,,,,Tekstil,,,,,Çok Renkli,Tekstil,,,,,,,,,,,,,,,,Tekstil,https://www.trendyol.com/fast-step/siyah-unisex-sneaker-ayakkabi-589xa020-p-267116629,"229,03 TL"
,,,,,,,,,,,,Futbol,,,,,,,,Siyah,,Futbol,,,,,,,,,,,Amatör,,,,,https://www.trendyol.com/lion/marka-1453-corapli-krampon-spor-ayakkabi-p-221489558,259 TL
,,,Bağcıklı,,,,,Suni Deri,,,,,,,Tekstil,,,,,Lacivert,,,,,,,,,,,,,,,,,,https://www.trendyol.com/khayt/new-master-rahat-erkek-kadin-gunluk-spor-ayakkabi-p-47561131,"179,90 TL"
,,,,,,,,,,,,,,,Hakiki Deri,,,,,Kahverengi,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ibay/624-tommy-p-356933647,1.100 TL
,,,,,,,,,,,,,,,Hakiki Deri,,,,,Siyah,,,,,,,Poli,,,,,,,,,,Hakiki Deri,https://www.trendyol.com/detector/erkek-siyah-ic-dis-hakiki-deri-ful-ortopedik-jel-taban-gunluk-ayakkabi-p-41907521,"399,90 TL"
,,,Bağcıklı,,,,,Hakiki Deri,,,,Outdoor,,,Hakiki Deri,,,,,Siyah,,,,,,,,,,Kısa Topuklu (1- 4 cm),,,,,,,,https://www.trendyol.com/lufian/tommy-erkek-deri-ayakkabi-siyah-p-139398982,"699,99 TL"
,,,Bağcıksız,,Kısa,,,Mikrofiber,,Normal,,Günlük,Soğuk Havaya Dayanıklı,,Süet,,,,,Kahverengi,,,,,,,PVC,,,Kısa Topuklu (1- 4 cm),,,,,,,,https://www.trendyol.com/freemax/unisex-chelsea-bot-garantili-urun-30141-kahverengi-p-147051854,"149,95 TL"
,,,,,,,,,,,,,,,,,,,,Kahverengi,,,,,,,,,,,,,,,,,,https://www.trendyol.com/dockers/232060-2fx-erkek-ayakkabi-p-288811963,"341,99 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,,Bağcıklı,,,,Renk Bloklu,,,,,Outdoor,,,,,,Casual&Comfort,,Siyah,Suni Deri,,,,,Kauçuk,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/slazenger/general-terrex-erkek-kislik-spor-ayakkabi-t-siyah-sa21oe027-500-p-346176401,"644,90 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Renk Bloklu,,Ortopedik Taban,,,Spor,,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",,Sportswear,,Siyah,,,,,,,,,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/tonny-black/unisex-spor-ayakkabi-siyah-beyaz-tb248-39-siyah-beyaz-p-35724679,"289,30 TL"
,,,,,,,,,,,,Futbol,,,,,,,,Siyah,,Futbol,,,,,,,,,,,Amatör,,,,,https://www.trendyol.com/lion/1453-hardal-krampon-p-202442147,234 TL
,,,Bağcıklı,,,,,,,Normal,,,Gore-Tex,,Nubuk,,,,,Siyah,,,,,,Kauçuk,,,,Yüksek Topuklu (10 cm ve üzeri),,,,,Gore-Tex,Sentetik Dolgu,,https://www.trendyol.com/vogel/1490-su-gecirmez-nubuk-deri-siyah-renk-askeri-bot-p-46132486,875 TL
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,Bağcıklı,,,,Renk Bloklu,,Ortopedik Taban,,,Spor,,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",,Sportswear,,Kahverengi,,,,,,,,,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,,https://www.trendyol.com/tonny-black/unisex-vizon-spor-ayakkabi-tb248-p-82556366,"242,67 TL"
,,,Bağcıklı,,,,,,,,,,,,Hakiki Deri,,,,,Beyaz,,,,,,,,,,,,,,,,,,https://www.trendyol.com/lufian/tommy-deri-sneaker-beyaz-p-38097073,"609,50 TL"
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,,Bağcıklı,,,,Düz,Tekstil,Ek Özellik Mevcut Değil,,,Spor,,Örme,Tekstil,"62% Poliüretan, 35% Viskoz, 3% Elastan",Üniversite,Sportswear,Cool Comfort,Siyah,Tekstil,,,,,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,,,,,Tekstil,https://www.trendyol.com/hummel/jumper-erkek-gunluk-ayakkabi-900224-2001-siyah-p-349556809,499 TL
,Hakiki Deri,,Bağcıklı,,,,,,Ortopedik Taban,,,,,,Hakiki Deri,,,,,Siyah,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ulusoy/erkek-siyah-ortopedi-topuk-masajli-hakiki-deri-kislik-ayakkabi-p-69359610,"327,79 TL"
