Unnamed: 0,Astar Materyali,Bağlama Şekli,Desen,Dış Materyal,Ek Özellik,Kullanım Alanı,Kumaş Tipi,Materyal,Materyal Bileşeni,Ortam,Persona,Renk,Saya Materyali,Taban Materyali,Taban Teknolojisi,Taban Tipi,Topuk Boyu,Topuk Tipi,İç Taban Materyali,url,price
,Suni Deri,Bağcıklı,,Suni Deri,,,,,,,,Siyah,,PVC,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/soho-exclusive/siyah-unisex-sneaker-15195-p-263318111,2029 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,,Ortopedik Taban,Spor,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",Sportswear,,Turuncu,,,,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/oranj-unisex-sneaker-tb248-0-p-35724674,2663 
,Tekstil,Bağcıklı,,,,Spor,,,,,,Gri,,Kauçuk,,,Kısa Topuklu (1- 4 cm),,Tekstil,https://www.trendyol.com/hummel/renew-unisex-spor-ayakkabi-900207-2267-p-309497752,4238 
,Tekstil,Bağcıklı,,,,Spor,,,,,,Beyaz,,Kauçuk,,,Kısa Topuklu (1- 4 cm),,Tekstil,https://www.trendyol.com/hummel/renew-unisex-spor-ayakkabi-900207-9001-p-309495212,4238 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Siyah,,,,,,,,https://www.trendyol.com/puma/erkek-spor-ayakkabi-st-runner-v2-full-l-36527708-p-7152522,6749 
,,Bağcıklı,,,Ortopedik Taban,,,,,,,Siyah,,,,Kaydırmaz Taban,,,,https://www.trendyol.com/riccon/siyah-buz-unisex-sneaker-0012072-p-41124487,2649 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Ortopedik Taban,,Dokuma,Poliüretan,"55% Suni Deri, 25% Tekstil, 20% Poliüretan",Casual&Comfort,,Beyaz,,Poli,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/dark-seer/beyaz-mavi-unisex-sneaker-p-35839749,369 
,,,,,,,,Tekstil,,,,Siyah,,,,,,,,https://www.trendyol.com/xstreet/jota-unisex-spor-ayakkabi-kosu-yuruyus-ayakkabisi-p-282423993,1740 
,,Fermuarlı,,,Su Geçirmez,Günlük,,,,Günlük,,Siyah,,Kauçuk,,,,,,https://www.trendyol.com/letao/erkek-siyah-oranj-watertight-su-gecirmez-trekking-kurklu-fermuarli-bot-p-191245482,3990 
,,Bağcıklı,,Suni Deri,,Outdoor,,Suni Deri,,,,Siyah,,,Boost Foam,,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,https://www.trendyol.com/marsetti/siyah-erkek-postal-bot-p-50578727,2990 
,,Bağcıklı,,,,,,,,,,Beyaz,,,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/muggo/unisex-sneaker-ayakkabi-p-39594841,1699 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Siyah,,,,Düz Taban,,,,https://www.trendyol.com/puma/anzarun-lite-unisex-gunluk-spor-ayakkabi-37112802-siyah-p-87287556,7856 
,,Bağcıksız,,Tekstil,,,,Triko,,,,Siyah,,,,Kalın Taban,,,,https://www.trendyol.com/zen-spor/unisex-siyah-corap-model-sneaker-ayakkabi-p-85710629,161 
,,,,,,,,Tekstil,,,,Lacivert,,,,,,,,https://www.trendyol.com/ucc/unisex-lacivert-ici-yunlu-kislik-panduf-p-67323705,661 
,,Bağcıksız,,Mikrofiber,,Günlük,,Süet,,,,Siyah,,PVC,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/freemax/unisex-chelsea-bot-garantili-urun-30141-suet-siyah-p-147052419,1495 
,,Bağcıklı,,Suni Deri,,Outdoor,,Suni Deri,,,,Siyah,,,Phylon/Termo (Kaydırmaz) Taban,Düz Taban,,,,https://www.trendyol.com/mcdark/siyah-beyaz-spor-ayakkabi-p-129862233,2690 
,,Bağcıklı,,Mikrofiber,,Outdoor,,Pamuk-Polyester,,,,Gri,,,,,,,,https://www.trendyol.com/slazenger/general-su-soguk-dayanikli-kislik-erkek-ayakkabi-p-52764710,636 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,Bağcıklı,Düz,,Ortopedik Taban,,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",Casual&Comfort,,Siyah,Suni Deri,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Suni Deri,https://www.trendyol.com/tonny-black/unisex-siyah-trekking-bot-tb030-p-127038697,3517 
,,Bağcıklı,,Tekstil,,Outdoor,,Tekstil,,,,Siyah,,,,Düz Taban,,,,https://www.trendyol.com/freemax/kadin-hafif-keten-esnek-taban-spor-sneaker-ayakkabi-4200-siyah-siyah-p-302749071,1764 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Ortopedik Taban,Spor,Örme,,"62% Poliüretan, 35% Viskoz, 3% Elastan",Sportswear,,Beyaz,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-spor-ayakkabi-beyaz-siyah-zyp-p-6191454,2477 
,Hakiki Deri,,,,,,,Hakiki Deri,,,,Kahverengi,Hakiki Deri,Kauçuk,,,,Düz Topuklu,Hakiki Deri,https://www.trendyol.com/nazenintasarimlar/erkek-siyah-ortopedik-ic-dis-komple-deri-jelli-ultra-rahat-gunluk-ayakkabi-p-363488598,3057 
,Hakiki Deri,Bağcıksız,,,,,,Hakiki Deri,,,,Siyah,Hakiki Deri,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Hakiki Deri,https://www.trendyol.com/nazenintasarimlar/erkek-hakiki-ic-dis-deri-siyah-klasik-gunluk-ayakkabi-p-167320758,3590 
• Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Baskılı,Tekstil,Ortopedik Taban,Outdoor,Kumaş,Tekstil,,Casual&Comfort,Cool Comfort,Siyah,Tekstil,PVC,Air Zoom,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/mech-butik/unisex-gunluk-kadin-erkek-siyah-beyaz-bilekli-dipper-mabel-baskili-sneaker-keten-spor-ayakkabi-p-312025963,2699 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Düz,Tekstil,Ek Özellik Mevcut Değil,Spor,Örme,Tekstil,"62% Poliüretan, 35% Viskoz, 3% Elastan",Sportswear,Cool Comfort,Gri,Tekstil,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/hummel/porter-unisex-spor-ayakkabi-p-48382669,459 
,,Bağcıklı,,Tekstil,,Outdoor,,Tekstil,,,,Kırmızı,,,,Düz Taban,,,,https://www.trendyol.com/freemax/kadin-hafif-keten-esnek-taban-spor-sneaker-ayakkabi-4200-kirmizi-p-302749804,1764 
,,Bağcıklı,,,,,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/jordewx/bogazli-basketbol-spor-ayakkabi-p-332503228,259 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Renk Bloklu,,Ortopedik Taban,Outdoor,Örme,,"60% Suni Deri, 20% Poliüretan, 20% Tekstil",Casual&Comfort,,Siyah,Tekstil,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/dark-seer/siyah-unisex-outdoor-trekking-bot-ds-1821-p-31712148,549 
,,Bağcıklı,,,Ortopedik Taban,,,Suni Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/big-king/siyah-bagcikli-erkek-klasik-ayakkabi-p-52994247,2690 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Siyah,,,,,,,,https://www.trendyol.com/adidas/runfalcon-2-0-kadin-spor-ayakkabi-p-113189797,999 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,,,,,100% Viskoz,Casual&Comfort,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-siyah-faylon-taban-nefes-alabilen-kumas-rahat-kalip-triko-sneaker-p-313150398,1882 
,,Bağcıksız,,Tekstil,,Outdoor,,Tekstil,,,,Gri,,,,,,,,https://www.trendyol.com/freemax/unisex-ortopedik-hafif-esnek-rahat-spor-sneaker-ayakkabi-fume-buz-p-248815459,2377 
,Tekstil,Fermuarlı,Desensiz,Mikrofiber,Ortopedik Taban,Outdoor,,Yünlü,,,,Siyah,Tekstil,Kauçuk,,,Kısa Topuklu (1- 4 cm),Kalın Topuklu,Tekstil,https://www.trendyol.com/daxtors/611-garantili-soguk-gecirmez-kurklu-unisex-fermuarli-bot-p-31148930,2670 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,Bağcıklı,Slogan,Suni Deri,,Outdoor,Örme,Suni Deri,100% Suni Deri,Sportswear,,Beyaz,,,Eva Taban,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Suni Deri,https://www.trendyol.com/hummel/messmer-23-beyaz-lacivert-unisex-ayakkabi-p-3452413,4205 
,Tekstil,Bağcıklı,,Mikrofiber,,,,,,,,Beyaz,Tekstil,,Cushioning,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/baytarzin/tzn1-sneakear-unisex-spor-ayakkabi-gunluk-kullaim-air-force-1-p-337520139,179 
,,,,,,,,,,,,Kırmızı,,,,,,,,https://www.trendyol.com/adidas/predator-edge-4-tf-erkek-hali-saha-ayakkabisi-p-329553887,9855 
,,Bağcıklı,,Tekstil,,Outdoor,,Tekstil,,,,Siyah,,,,,,,,https://www.trendyol.com/bc/unisex-siyah-kadin-uzun-bilekli-spor-ayakkabi-convers-p-241684472,1449 
,,Fermuarlı,,Hakiki Deri,,Outdoor,,Hakiki Deri,,,,Siyah,,,,,Kısa Topuklu (1- 4 cm),İnce Topuklu,,https://www.trendyol.com/dortex/dmt29-erkek-hakiki-deri-ici-kurklu-bagcikli-bot-p-138818044,3790 
,,Bağcıklı,,Suni Deri,Ortopedik Taban,Spor,,Tekstil,,,,Beyaz,,,,Kalın Taban,,,,https://www.trendyol.com/cazorla/yuksek-taban-sneaker-beyaz-siyah-p-266361127,2863 
,,Bağcıklı,,,,,,Nubuk,,,,Siyah,,,Kauçuk Taban,,,,,https://www.trendyol.com/puma/puma-smash-v2-buck-siyah-haki-beyaz-erkek-sneaker-ayakkabi-100352142-p-3622227,7990 
,,Bağcıklı,,Suni Deri,,Outdoor,,,,,,Siyah,,,Poliüretan Taban,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,https://www.trendyol.com/calibron/mevsimlik-su-gecirmez-ortopedik-yetiskin-spor-ayakkabi-p-341011365,3599 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/hummel/royal-kadin-erkek-ayakkabi-900227-2001-p-283390729,369 
,,Bağcıklı,,Suni Deri,,Basketbol,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/puma/unisex-beyaz-rebound-joy-jr-basket-ayakkabisi-p-76134061,1069 
,,Bağcıklı,,Tekstil,,Spor,,Tekstil,,,Cool Comfort,Lacivert,,,,Düz Taban,,Düz Topuklu,,https://www.trendyol.com/adidas/pace-erkek-spor-ayakkabi-conavy-ftwwht-b74493-p-3979276,950 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,,,,Suni Deri,100% Pamuk,Casual&Comfort,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-siyah-beyaz-yani-cizgili-bagcikli-rahat-kalip-sneaker-p-323488969,2187 
,Tekstil,Bağcıksız,,Tekstil,,Spor,,Triko,,,,Siyah,,,Termo Taban,Kalın Taban,,,,https://www.trendyol.com/pinkada/siyah-renk-corap-model-kadin-erkek-unisex-spor-ayakkabi-sneaker-p-243563478,229 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Düz,Tekstil,Ek Özellik Mevcut Değil,Spor,Örme,Tekstil,"62% Poliüretan, 35% Viskoz, 3% Elastan",Sportswear,Cool Comfort,Lacivert,Tekstil,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/hummel/porter-lacivert-unisex-ayakkabi-p-40169302,3895 
,Tekstil,,Düz,,Thermal,,,Peluş,,Lounge/Home,,Pembe,Tekstil,PVC,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/ropers/unisex-yumusak-yikanabilir-ev-ayakkabisi-ev-botu-ici-yunlu-kurklu-kislik-ev-misafir-terligi-panduf-p-356752620,1190 
,,,,,,,,Tekstil,,,,Gri,,,,,,,,https://www.trendyol.com/ucc/unisex-gri-ici-yunlu-panduf-p-194523166,630 
,,Bağcıklı,,,,,,Hakiki Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/marcanoon/hakiki-deri-erkek-casual-ayakkabi-p-337290356,4999 
,Tekstil,Bağcıklı,Düz,Tekstil,,Outdoor,Triko,Tekstil,,Sportswear,Cool Comfort,Gri,Tekstil,Termoplastik,Termo Taban,Poliüretan İç Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/bouis/erkek-fume-bagcikli-gunluk-nefes-alabilen-rahat-hafif-yumusak-taban-sneaker-spor-ayakkabi-p-303512015,2419 
,,Bağcıklı,,,,,,Suni Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/teet/tt106-silvio-motto-erkek-sneaker-ayakkabi-p-301898875,2990 
,,Bağcıklı,,,,,,,,,,Beyaz,,Poli,Termo Taban,,,,,https://www.trendyol.com/letao/rahat-unisex-gunluk-sneaker-spor-ayakkabi-p-260649425,2890 
,,Bağcıklı,,Suni Deri,,Spor,,Tekstil,,,Cool Comfort,Siyah,,,,Düz Taban,,Düz Topuklu,,https://www.trendyol.com/jump/26468-erkek-spor-ayakkabi-p-72392261,2544 
,,Bağcıksız,,Hakiki Deri,,Outdoor,,Nubuk,,,,Bej,,,,,Orta Topuklu (5-9 cm),Kalın Topuklu,,https://www.trendyol.com/caterpillar/erkek-taba-colorado-sundance-nubuk-bot-015m100031-p-1263557,13013 
,,Bağcıklı,,Suni Deri,,Outdoor,,,,,,Siyah,,,Poliüretan Taban,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,https://www.trendyol.com/calibron/mevsimlik-su-gecirmez-ortopedik-yetiskin-spor-ayakkabi-p-341011563,3779 
,,Bağcıklı,,,Ek Özellik Mevcut Değil,Spor,,Tekstil,,,Cool Comfort,Siyah,,,,Düz Taban,,Düz Topuklu,,https://www.trendyol.com/hummel/montre-unisex-ayakkabi-900110-1100-p-124676845,359 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,Tekstil,,Spor,Örme,,100% Suni Deri,Sportswear,,Beyaz,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/unisex-beyaz-spor-ayakkabi-p-44482801,4056 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/caterpillar/kadin-cat-caterpillar-colorado-deri-bot-p-354097997,1749 
,,,,,,Futbol,,,,,,Kırmızı,,,,,,,,https://www.trendyol.com/lion/1453-krampon-kirmizi-siyah-siyah-kirmizi-p-179452550,2490 
,Tekstil,Bağcıklı,,,,Futbol,,,,,,Siyah,Suni Deri,PVC,,,,,Tekstil,https://www.trendyol.com/walked/erkek-krampon-futbol-ayakkabisi-mds-mat-siyah-p-260143504,187 
,,Bağcıklı,,,Ek Özellik Mevcut Değil,Spor,,Tekstil,,,Cool Comfort,Siyah,,,,Düz Taban,,Düz Topuklu,,https://www.trendyol.com/nike/star-runner-3-sneakers-da2776-003-p-134577924,995 
• Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Baskılı,Tekstil,Ortopedik Taban,Outdoor,Triko,Tekstil,,,Cool Comfort,Siyah,Tekstil,PVC,Air Zoom,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/mech-butik/unisex-snraker-anime-ryuzaki-baskili-siyah-gunluk-bilekli-bagcikli-spor-ayakkabi-sneakers-p-313660673,2999 
,Tekstil,Bağcıklı,,Tekstil,Ortopedik Taban,,,Tekstil,,,,Çok Renkli,Tekstil,,,,,,Tekstil,https://www.trendyol.com/fast-step/siyah-unisex-sneaker-ayakkabi-589xa020-p-267116629,2293 
,,,,,,Futbol,,,,,,Siyah,,,,,,,,https://www.trendyol.com/lion/marka-1453-corapli-krampon-spor-ayakkabi-p-221489558,259 
,,Bağcıklı,,Suni Deri,,,,Tekstil,,,,Lacivert,,,,,,,,https://www.trendyol.com/khayt/new-master-rahat-erkek-kadin-gunluk-spor-ayakkabi-p-47561131,1790 
,,,,,,,,Hakiki Deri,,,,Kahverengi,,,,,,,,https://www.trendyol.com/ibay/624-tommy-p-356933647,1100 
,,,,,,,,Hakiki Deri,,,,Siyah,,Poli,,,,,Hakiki Deri,https://www.trendyol.com/detector/erkek-siyah-ic-dis-hakiki-deri-ful-ortopedik-jel-taban-gunluk-ayakkabi-p-41907521,3990 
,,Bağcıklı,,Hakiki Deri,,Outdoor,,Hakiki Deri,,,,Siyah,,,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/lufian/tommy-erkek-deri-ayakkabi-siyah-p-139398982,6999 
,,Bağcıksız,,Mikrofiber,,Günlük,,Süet,,,,Kahverengi,,PVC,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/freemax/unisex-chelsea-bot-garantili-urun-30141-kahverengi-p-147051854,1495 
,,,,,,,,,,,,Kahverengi,,,,,,,,https://www.trendyol.com/dockers/232060-2fx-erkek-ayakkabi-p-288811963,3419 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,Bağcıklı,Renk Bloklu,,,Outdoor,,,,Casual&Comfort,,Siyah,Suni Deri,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/slazenger/general-terrex-erkek-kislik-spor-ayakkabi-t-siyah-sa21oe027-500-p-346176401,6440 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,,Ortopedik Taban,Spor,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",Sportswear,,Siyah,,,,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-spor-ayakkabi-siyah-beyaz-tb248-39-siyah-beyaz-p-35724679,2890 
,,,,,,Futbol,,,,,,Siyah,,,,,,,,https://www.trendyol.com/lion/1453-hardal-krampon-p-202442147,234 
,,Bağcıklı,,,,,,Nubuk,,,,Siyah,,,,,Yüksek Topuklu (10 cm ve üzeri),,,https://www.trendyol.com/vogel/1490-su-gecirmez-nubuk-deri-siyah-renk-askeri-bot-p-46132486,875 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,,Ortopedik Taban,Spor,Örme,Suni Deri,"62% Polyester, 35% Viskoz, 3% Elastan",Sportswear,,Kahverengi,,,,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-vizon-spor-ayakkabi-tb248-p-82556366,2427 
,,Bağcıklı,,,,,,Hakiki Deri,,,,Beyaz,,,,,,,,https://www.trendyol.com/lufian/tommy-deri-sneaker-beyaz-p-38097073,6090 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Düz,Tekstil,Ek Özellik Mevcut Değil,Spor,Örme,Tekstil,"62% Poliüretan, 35% Viskoz, 3% Elastan",Sportswear,Cool Comfort,Siyah,Tekstil,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/hummel/jumper-erkek-gunluk-ayakkabi-900224-2001-siyah-p-349556809,499 
,Hakiki Deri,Bağcıklı,,,Ortopedik Taban,,,Hakiki Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/ulusoy/erkek-siyah-ortopedi-topuk-masajli-hakiki-deri-kislik-ayakkabi-p-69359610,3279 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Ortopedik Taban,Spor,Örme,Suni Deri,"62% Poliüretan, 35% Viskoz, 3% Elastan",Casual&Comfort,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-siyah-beyaz-spor-ayakkabi-v2alx-p-110357798,2138 
,,,,,,,,,,,,Lacivert,,,,,,,,https://www.trendyol.com/riccon/super-hafif-buz-lacivert-unisex-sneaker-00124112-p-276222272,2849 
,,,,,,,,,,,,Gri,,,,,,,,https://www.trendyol.com/asics/asics-upcourt-5-erkek-beyaz-spor-ayakkabi-1071a086-101-p-323629699,1099 
,,Bağcıklı,,Suni Deri,,Outdoor,,Suni Deri,,,,Beyaz,,,Phylon/Termo (Kaydırmaz) Taban,Düz Taban,,,,https://www.trendyol.com/mcdark/beyaz-lila-spor-ayakkabi-p-129845499,2690 
,,,,,,,,,,,,Bej,,,,,,,,https://www.trendyol.com/soho-exclusive/bej-kadin-sneaker-16884-p-222856645,2029 
,Hakiki Deri,,,,,,,Hakiki Deri,,,,Siyah,,Poli,,,,,,https://www.trendyol.com/detector/ic-dis-hakiki-deri-ultra-ortopedik-buyuk-numara-gunluk-erkek-ayakkabi-701-10-p-73628647,3990 
,,Bağcıklı,,Tekstil,,Outdoor,,,,,,Gri,,,,,,,,https://www.trendyol.com/salomon/xa-pro-3d-v8-gtx-kosu-ayakkabi-l40989200-p-149350578,36449 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Lacivert,,EVA,,,,,,https://www.trendyol.com/adidas/runfalcon-2-0-erkek-kosu-ayakkabisi-p-124868587,937 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,,Spor,Örme,Tekstil,100% Suni Deri,Sportswear,Cool Comfort,Siyah,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/sydney-siyah-canvas-ayakkabi-p-36519495,3595 
,,,,,,Futbol,,,,,,Mavi,,,,,,,,https://www.trendyol.com/lion/marka-1453-lacivert-mavi-corapli-krampon-spor-ayakkabi-p-69878843,229 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,,,,Örme,,100% Suni Deri,Sportswear,,Gri,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/hmleightyone-sneaker-kadin-gunluk-ayakkabi-200600-2864-gri-p-144365051,549 
,,,,,,,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/adidas/superstar-j-beyaz-unisex-gunluk-ayakkabi-ef5406-p-313588933,849 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Düz,Tekstil,Lisanslı,Spor,Örme,Tekstil,100% Pamuk,Sportswear,Cool Comfort,Siyah,Tekstil,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/letoon/erkek-siyah-spor-ayakkabi-te7-p-75338035,2249 
,Tekstil,Bağcıksız,Düz,,Ek Özellik Mevcut Değil,,Kumaş,Tekstil,,Casual&Comfort,,Lacivert,Tekstil,Poli,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/moda-frato/stl-01-unisex-panduf-ev-ayakkabisi-p-68662281,890 
,,Bağcıksız,Yazılı,,Esnek,,,Poliüretan,,Günlük,,Lacivert,,Poli,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/fly-fix/unisex-kaymaz-duz-topuklu-terlik-p-361333648,404 
,,Bağcıksız,Yazılı,,Esnek,,,Poliüretan,,Günlük,,Yeşil,,,,,,,,https://www.trendyol.com/fly-fix/unisex-duz-topuk-kaymaz-terlik-p-359415529,404 
,,Bağcıklı,,,Ek Özellik Mevcut Değil,Spor,,Tekstil,,,Cool Comfort,Siyah,,Kauçuk,Kauçuk Taban,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/skechers/hillcrest-erkek-siyah-outdoor-ayakkabi-p-198781780,1279 
,,Bağcıklı,,Suni Deri,,Günlük,,Suni Deri,,,,Siyah,,Kauçuk,,,,,,https://www.trendyol.com/adidas/erkek-gunluk-ayakkabi-b74494-vs-pace-p-4084078,1140 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Ortopedik Taban,,Örme,,"62% Polyester, 35% Viskoz, 3% Elastan",Sportswear,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-trekking-bot-siyah-fume-tb242-p-32071100,2947 
,,,,,,,,,,,,Lacivert,,,,,,,,https://www.trendyol.com/english-home/shine-triko-kadin-ev-botu-p-213482458,909 
,,,,,,,,Polyester,,,,Beyaz,,,,,,,,https://www.trendyol.com/pull-bear/kosu-ayakkabisi-p-350235645,5995 
,Tekstil,Bağcıklı,,Suni Deri,,,,Suni Deri,,,,Beyaz,,EVA,Eva Taban,,,,,https://www.trendyol.com/walky/jason-model-beyaz-kirmizi-erkek-spor-sneaker-ayakkabi-p-169852778,2499 
,Hakiki Deri,Bağcıklı,,,Ortopedik Taban,,,Hakiki Deri,,,,Siyah,Hakiki Deri,Kauçuk,,,Kısa Topuklu (1- 4 cm),Dolgu Topuklu,Hakiki Deri,https://www.trendyol.com/gur-moda-ayakkabi/rugan-klasik-ayakkabi-parlak-p-303516825,1998 
,,,,,,,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/adidas/advantage-base-erkek-gunluk-spor-ayakkabi-p-31132006,12990 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Düz,,Ortopedik Taban,Spor,Örme,Pamuk Karışımlı,"65% Suni Deri, 20% Poliüretan, 15% Tekstil",Casual&Comfort,,Beyaz,Tekstil,EVA,Eva Taban,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/dark-seer/beyaz-fume-erkek-sneaker-p-100991468,359 
,Tekstil,Bağcıksız,,Tekstil,,Spor,,Triko,,,,Siyah,,,Termo Taban,Kalın Taban,,,,https://www.trendyol.com/pinkada/corap-model-kadin-erkek-unisex-spor-ayakkabi-sneaker-p-335406968,2060 
